hours_since_20110102,year,month,day,temp_bottom_40_47N_50_200m,temp_bottom_40_47N_250_500m,temp_250_500m_40_47N_250_500m,temp_50_200m_40_47N_250_500m,temp_200_500m_40_47N_250_500m,temp_0_50m_40_47N_50_150km,temp_0_150m_40_47N_80_120km,mld_40_47N_250_500m,ualong_50_200m_40_47N_250_500m,ualong_200_500m_40_47N_250_500m,ualong_0_50m_40_47N_50_150km,ualong_0_150m_40_47N_80_120km,ualong_bottom_40_47N_50_150m,ualong_bottom_40_47N_150_500m,ucross_50_200m_40_47N_250_500m,ucross_200_500m_40_47N_250_500m,ucross_0_50m_40_47N_50_150km,ucross_0_150m_40_47N_80_120km,ucross_bottom_40_47N_50_150m,ucross_bottom_40_47N_150_500m
96192,2021,12,23,10.643,6.2573,6.3627,8.1922,6.4974,10.825,10.795,35.469,0.15606,0.14257,0.04064,0.02783,0.05539,0.06349,-0.00691,-0.00324,0.00358,0.00105,-0.01561,-0.00613
96216,2021,12,24,10.596,6.2766,6.4029,8.2571,6.5404,10.77,10.747,35.619,0.17634,0.15931,0.02829,0.00444,0.06343,0.0713,-0.00714,-0.01663,0.01472,0.01236,-0.01801,-0.01484
96240,2021,12,25,10.482,6.2976,6.4303,8.2946,6.5719,10.7,10.673,35.997,0.20119,0.17278,0.01783,0.00679,0.06348,0.08351,-0.00662,-0.00619,0.0032,0.00323,-0.0083,-0.0098
96264,2021,12,26,10.33,6.3322,6.4591,8.3481,6.6068,10.578,10.559,37.439,0.23152,0.20636,0.02358,0.00353,0.06293,0.10535,-0.00622,-0.01267,-0.01749,-0.00416,-0.01369,-0.01321
96288,2021,12,27,10.107,5.9809,6.1076,8.1608,6.26,10.492,10.468,36.412,0.20069,0.22483,0.04733,0.01719,0.03226,0.13595,-0.00628,0.00015,-0.01541,0.00099,0.01129,-0.00498
96312,2021,12,28,9.9317,5.9749,6.1137,8.21,6.2633,10.369,10.357,37.335,0.21306,0.22976,0.03087,-0.00048,0.01476,0.1216,-0.00875,-0.01885,0.01368,0.00522,-0.00632,-0.01925
96336,2021,12,29,9.9117,6.0003,6.145,8.2287,6.2875,10.333,10.318,36.734,0.22675,0.2316,0.08098,0.03906,0.02067,0.11829,-0.00037,-0.00979,-0.02449,-0.02008,0.00651,-0.01226
96360,2021,12,30,9.8732,6.0315,6.162,8.2522,6.3046,10.302,10.292,35.93,0.24765,0.24896,0.08773,0.03692,0.01354,0.12794,-0.00678,-0.01474,0.01754,0.01485,-0,-0.01546
96384,2021,12,31,9.5206,5.5275,5.7165,7.9011,5.8988,10.168,10.167,32.145,0.18477,0.24499,0.02985,0.00145,-0.00881,0.14444,-0.00077,-0.01268,-0.02772,-0.01232,0.01535,-0.02489
96408,2022,1,1,9.4698,5.5168,5.7091,7.8887,5.8876,10.125,10.127,30.919,0.14901,0.17276,0.07767,0.03541,-0.03883,0.07293,-0.00867,-0.00396,0.00459,0.00132,0.01588,-0.0054
96432,2022,1,2,9.4438,5.5218,5.7275,7.9335,5.9065,10.1,10.094,31.346,0.09467,0.11394,0.04003,0.01599,-0.03723,0.02697,-0.00262,-0.01138,0.02778,0.0125,0.01274,-0.00856
96456,2022,1,3,9.5302,5.544,5.766,7.993,5.9469,10.058,10.057,32.935,0.10383,0.11027,0.04976,0.02269,0.03225,0.04715,-0.01455,-0.01984,0.03764,0.01706,-0.03626,-0.02456
96480,2022,1,4,9.8132,5.7537,5.9408,8.2365,6.1268,9.9349,9.8796,37.031,0.13524,0.13563,0.03277,0.02646,0.12327,0.06539,-0.00799,-0.0131,0.02771,0.0134,-0.04439,-0.01532
96504,2022,1,5,9.8674,5.7724,5.9668,8.2241,6.1498,9.9023,9.8371,34.376,0.13075,0.09807,0.0676,0.03603,0.08084,0.04055,-0.00271,-0.00908,0.01124,0.00943,-0.01846,-0.0055
96528,2022,1,6,9.9278,5.8033,6.0064,8.2455,6.1953,9.9028,9.8357,32.806,0.14077,0.11437,0.05299,0.02152,0.09156,0.0549,-0.00613,-0.00928,0.01894,0.01344,-0.02209,-0.00717
96552,2022,1,7,10.002,5.8347,6.0457,8.2646,6.241,9.9014,9.8383,30.022,0.1712,0.1294,0.0536,0.02776,0.14521,0.07683,-0.00754,-0.00872,0.01457,0.01616,-0.03442,-0.01086
96576,2022,1,8,9.8923,5.6533,5.881,8.1255,6.0923,10.217,10.154,28.737,0.12621,0.11628,0.03882,0.01763,0.07498,0.07208,-0.007,0.00112,-0.00952,-0.00808,-0.00691,-0.00039
96600,2022,1,9,9.8777,5.6363,5.8755,8.1351,6.0889,10.209,10.151,28.236,0.10811,0.0917,0.0524,0.02223,0.01507,0.04082,3e-05,-0.01312,0.01883,0.0166,0.01031,-0.01137
96624,2022,1,10,9.8826,5.6429,5.8889,8.1563,6.1034,10.207,10.152,28.401,0.10638,0.11407,0.04364,0.00782,-0.00145,0.05792,-0.00933,0.00185,0.008,0.00261,4e-05,-0.00109
96648,2022,1,11,9.8887,5.6638,5.9135,8.185,6.1314,10.21,10.164,29.164,0.11667,0.11916,0.05504,0.02335,-0.00373,0.06107,-0.00588,-0.01119,0.0296,0.01575,0.00488,-0.0122
96672,2022,1,12,10.014,5.672,5.9301,8.2304,6.1571,10.061,10.018,30.734,0.14096,0.16178,0.05069,0.0149,0.02373,0.09775,-0.01573,-0.00347,0.02787,0.00061,-0.00705,-0.01216
96696,2022,1,13,10.053,5.6738,5.9431,8.2605,6.1729,10.066,10.038,30.859,0.14713,0.14906,0.04838,0.01918,0.01331,0.07488,-0.00036,-0.01137,0.02801,0.01941,-0.00865,-0.01091
